Incident ID,Incident Date,Incident Month,Incident Year,State,City Or County,Direction,COORDINATES,Latitude and Longitude,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,FIPS,State_abbrev,Population per State,Shootings Per State,Shootings per 100k Citizens
2228660,2022-02-06T00:00:00Z,2,2022,NORTH CAROLINA,WILMINGTON,"Wilmington, North Carolina, USA",,,200 block of North 31st St,0,4,0,0,0,37000,NC,10439388,107,1.024964298673447
2709172,2023-09-18T00:00:00Z,9,2023,NORTH CAROLINA,CHARLOTTE,"Charlotte, North Carolina, USA",,,200 block of N Tryon St,0,4,0,0,0,37000,NC,10439388,107,1.024964298673447
1420933,2019-06-12T00:00:00Z,6,2019,NORTH CAROLINA,CHARLOTTE,"Charlotte, North Carolina, USA","[{""place_id"":295946672,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":177415,""lat"":""35.2272086"",""lon"":""-80.8430827"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6608110637468726,""addresstype"":""city"",""name"":""Charlotte"",""display_name"":""Charlotte, Mecklenburg County, North Carolina, United States"",""boundingbox"":[""35.0105195"",""35.4002508"",""-81.0096282"",""-80.6348755""]}]","35.2272086,-80.8430827",305 N Graham St,1,3,0,0,2,37000,NC,10439388,107,1.024964298673447
2032580,2021-06-11T00:00:00Z,6,2021,NORTH CAROLINA,WINSTON SALEM (WINSTON-SALEM),"Winston Salem (Winston-salem), North Carolina, USA","[{""place_id"":369383894,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":11253946643,""lat"":""36.0942506"",""lon"":""-80.2738634"",""class"":""shop"",""type"":""supermarket"",""place_rank"":30,""importance"":6.560692759589558e-05,""addresstype"":""shop"",""name"":""Whole Foods Market"",""display_name"":""Whole Foods Market, 41, Miller Street, West Highlands, Winston-Salem, Forsyth County, North Carolina, 27104, United States"",""boundingbox"":[""36.0942006"",""36.0943006"",""-80.2739134"",""-80.2738134""]},{""place_id"":294574745,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":14118763,""lat"":""36.089515399999996"",""lon"":""-80.22397373065107"",""class"":""amenity"",""type"":""university"",""place_rank"":30,""importance"":0.39120482674211665,""addresstype"":""amenity"",""name"":""Winston-Salem State University"",""display_name"":""Winston-Salem State University, 601, South Martin Luther King Jr Drive, Columbia Heights, Winston-Salem, Forsyth County, North Carolina, 27110, United States"",""boundingbox"":[""36.0862097"",""36.0940156"",""-80.2309409"",""-80.2195846""]},{""place_id"":297107671,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":1028563371,""lat"":""36.127878499999994"",""lon"":""-80.25388292173514"",""class"":""leisure"",""type"":""stadium"",""place_rank"":30,""importance"":0.27935498215754134,""addresstype"":""leisure"",""name"":""Winston-Salem Fairgrounds Annex"",""display_name"":""Winston-Salem Fairgrounds Annex, 414, Deacon Boulevard, Winston-Salem, Forsyth County, North Carolina, 27105, United States"",""boundingbox"":[""36.1273667"",""36.1285187"",""-80.2543958"",""-80.2533621""]}]","36.0942506,-80.2738634",844 E. Devonshire St,1,3,0,0,0,37000,NC,10439388,107,1.024964298673447
2514902,2023-01-31T00:00:00Z,1,2023,NORTH CAROLINA,DURHAM,"Durham, North Carolina, USA",,,4100 block of Sudbury Rd,2,2,0,0,2,37000,NC,10439388,107,1.024964298673447
2224013,2022-01-31T00:00:00Z,1,2022,NORTH CAROLINA,RALEIGH,"Raleigh, North Carolina, USA","[{""place_id"":303645618,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179052,""lat"":""35.7803977"",""lon"":""-78.6390989"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6426055456818957,""addresstype"":""city"",""name"":""Raleigh"",""display_name"":""Raleigh, Wake County, North Carolina, United States"",""boundingbox"":[""35.7082575"",""35.9707360"",""-78.8189744"",""-78.4707917""]}]","35.7803977,-78.6390989",3120 New Bern Ave,1,3,0,0,0,37000,NC,10439388,107,1.024964298673447
2303130,2022-05-15T00:00:00Z,5,2022,NORTH CAROLINA,WINSTON SALEM (WINSTON-SALEM),"Winston Salem (Winston-salem), North Carolina, USA","[{""place_id"":369383894,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":11253946643,""lat"":""36.0942506"",""lon"":""-80.2738634"",""class"":""shop"",""type"":""supermarket"",""place_rank"":30,""importance"":6.560692759589558e-05,""addresstype"":""shop"",""name"":""Whole Foods Market"",""display_name"":""Whole Foods Market, 41, Miller Street, West Highlands, Winston-Salem, Forsyth County, North Carolina, 27104, United States"",""boundingbox"":[""36.0942006"",""36.0943006"",""-80.2739134"",""-80.2738134""]},{""place_id"":294574745,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":14118763,""lat"":""36.089515399999996"",""lon"":""-80.22397373065107"",""class"":""amenity"",""type"":""university"",""place_rank"":30,""importance"":0.39120482674211665,""addresstype"":""amenity"",""name"":""Winston-Salem State University"",""display_name"":""Winston-Salem State University, 601, South Martin Luther King Jr Drive, Columbia Heights, Winston-Salem, Forsyth County, North Carolina, 27110, United States"",""boundingbox"":[""36.0862097"",""36.0940156"",""-80.2309409"",""-80.2195846""]},{""place_id"":297107671,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":1028563371,""lat"":""36.127878499999994"",""lon"":""-80.25388292173514"",""class"":""leisure"",""type"":""stadium"",""place_rank"":30,""importance"":0.27935498215754134,""addresstype"":""leisure"",""name"":""Winston-Salem Fairgrounds Annex"",""display_name"":""Winston-Salem Fairgrounds Annex, 414, Deacon Boulevard, Winston-Salem, Forsyth County, North Carolina, 27105, United States"",""boundingbox"":[""36.1273667"",""36.1285187"",""-80.2543958"",""-80.2533621""]}]","36.0942506,-80.2738634",2000 block of 25th St,0,7,0,0,0,37000,NC,10439388,107,1.024964298673447
2710366,2023-09-18T00:00:00Z,9,2023,NORTH CAROLINA,SPRING LAKE,"Spring Lake, North Carolina, USA",,,214 S 6th St,1,3,0,0,0,37000,NC,10439388,107,1.024964298673447
2268723,2022-04-02T00:00:00Z,4,2022,NORTH CAROLINA,SHELBY,"Shelby, North Carolina, USA",,,1851 E Dixon Blvd,1,3,0,0,1,37000,NC,10439388,107,1.024964298673447
2026651,2021-06-06T00:00:00Z,6,2021,NORTH CAROLINA,SNOW HILL,"Snow Hill, North Carolina, USA","[{""place_id"":298391402,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179849,""lat"":""35.4515504"",""lon"":""-77.6810859"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3468437919960061,""addresstype"":""town"",""name"":""Snow Hill"",""display_name"":""Snow Hill, Greene County, North Carolina, United States"",""boundingbox"":[""35.4251710"",""35.4664615"",""-77.6979284"",""-77.6515930""]},{""place_id"":298459758,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":357809288,""lat"":""35.9601194"",""lon"":""-82.1398438"",""class"":""natural"",""type"":""peak"",""place_rank"":18,""importance"":0.30000999999999994,""addresstype"":""peak"",""name"":""Snow Hill"",""display_name"":""Snow Hill, Mitchell County, North Carolina, 28765, United States"",""boundingbox"":[""35.9600694"",""35.9601694"",""-82.1398938"",""-82.1397938""]},{""place_id"":300557097,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":158640331,""lat"":""36.270434"",""lon"":""-76.5696675"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.25000999999999995,""addresstype"":""hamlet"",""name"":""Snow Hill"",""display_name"":""Snow Hill, Perquimans County, North Carolina, 27919, United States"",""boundingbox"":[""36.2504340"",""36.2904340"",""-76.5896675"",""-76.5496675""]},{""place_id"":296789321,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":154304335,""lat"":""36.4854162"",""lon"":""-80.1967172"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.25000999999999995,""addresstype"":""hamlet"",""name"":""Snow Hill"",""display_name"":""Snow Hill, Stokes County, North Carolina, 27022, United States"",""boundingbox"":[""36.4654162"",""36.5054162"",""-80.2167172"",""-80.1767172""]},{""place_id"":299919610,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":158554842,""lat"":""34.9607249"",""lon"":""-78.4547268"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.25000999999999995,""addresstype"":""hamlet"",""name"":""Snow Hill"",""display_name"":""Snow Hill, Sampson County, North Carolina, United States"",""boundingbox"":[""34.9407249"",""34.9807249"",""-78.4747268"",""-78.4347268""]},{""place_id"":302903847,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":157614222,""lat"":""36.4162576"",""lon"":""-78.1883269"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.25000999999999995,""addresstype"":""hamlet"",""name"":""Snow Hill"",""display_name"":""Snow Hill, Warren County, North Carolina, 27563, United States"",""boundingbox"":[""36.3962576"",""36.4362576"",""-78.2083269"",""-78.1683269""]}]","35.4515504,-77.6810859",50 block of Katie Ct,0,4,0,0,0,37000,NC,10439388,107,1.024964298673447
2186696,2021-12-10T00:00:00Z,12,2021,NORTH CAROLINA,CHARLOTTE,"Charlotte, North Carolina, USA","[{""place_id"":295946672,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":177415,""lat"":""35.2272086"",""lon"":""-80.8430827"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6608110637468726,""addresstype"":""city"",""name"":""Charlotte"",""display_name"":""Charlotte, Mecklenburg County, North Carolina, United States"",""boundingbox"":[""35.0105195"",""35.4002508"",""-81.0096282"",""-80.6348755""]}]","35.2272086,-80.8430827",3100 block of Marney Ave,0,5,0,0,1,37000,NC,10439388,107,1.024964298673447
2492611,2023-01-01T00:00:00Z,1,2023,NORTH CAROLINA,DURHAM,"Durham, North Carolina, USA",,,1000 N Miami Blvd,0,5,0,0,0,37000,NC,10439388,107,1.024964298673447
2166055,2021-11-13T00:00:00Z,11,2021,NORTH CAROLINA,WINSTON SALEM (WINSTON-SALEM),"Winston Salem (Winston-salem), North Carolina, USA","[{""place_id"":369383894,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":11253946643,""lat"":""36.0942506"",""lon"":""-80.2738634"",""class"":""shop"",""type"":""supermarket"",""place_rank"":30,""importance"":6.560692759589558e-05,""addresstype"":""shop"",""name"":""Whole Foods Market"",""display_name"":""Whole Foods Market, 41, Miller Street, West Highlands, Winston-Salem, Forsyth County, North Carolina, 27104, United States"",""boundingbox"":[""36.0942006"",""36.0943006"",""-80.2739134"",""-80.2738134""]},{""place_id"":294574745,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":14118763,""lat"":""36.089515399999996"",""lon"":""-80.22397373065107"",""class"":""amenity"",""type"":""university"",""place_rank"":30,""importance"":0.39120482674211665,""addresstype"":""amenity"",""name"":""Winston-Salem State University"",""display_name"":""Winston-Salem State University, 601, South Martin Luther King Jr Drive, Columbia Heights, Winston-Salem, Forsyth County, North Carolina, 27110, United States"",""boundingbox"":[""36.0862097"",""36.0940156"",""-80.2309409"",""-80.2195846""]},{""place_id"":297107671,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":1028563371,""lat"":""36.127878499999994"",""lon"":""-80.25388292173514"",""class"":""leisure"",""type"":""stadium"",""place_rank"":30,""importance"":0.27935498215754134,""addresstype"":""leisure"",""name"":""Winston-Salem Fairgrounds Annex"",""display_name"":""Winston-Salem Fairgrounds Annex, 414, Deacon Boulevard, Winston-Salem, Forsyth County, North Carolina, 27105, United States"",""boundingbox"":[""36.1273667"",""36.1285187"",""-80.2543958"",""-80.2533621""]}]","36.0942506,-80.2738634",400 block of Gregory St,0,4,0,0,1,37000,NC,10439388,107,1.024964298673447
2188260,2021-12-13T00:00:00Z,12,2021,NORTH CAROLINA,DURHAM,"Durham, North Carolina, USA","[{""place_id"":300430578,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179868,""lat"":""35.996653"",""lon"":""-78.9018053"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.570820710942742,""addresstype"":""city"",""name"":""Durham"",""display_name"":""Durham, Durham County, North Carolina, United States"",""boundingbox"":[""35.8663508"",""36.1370099"",""-79.0074981"",""-78.7569111""]},{""place_id"":300868958,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":2528696,""lat"":""36.0181316"",""lon"":""-78.8751582"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5274588982176934,""addresstype"":""county"",""name"":""Durham County"",""display_name"":""Durham County, North Carolina, United States"",""boundingbox"":[""35.8632186"",""36.2393147"",""-79.0162832"",""-78.6992878""]}]","35.996653,-78.9018053",Eugene St and Mathison St,2,4,0,0,0,37000,NC,10439388,107,1.024964298673447
2237058,2022-02-19T00:00:00Z,2,2022,NORTH CAROLINA,DURHAM,"Durham, North Carolina, USA",,,1400 E Cornwallis Rd,2,2,0,0,3,37000,NC,10439388,107,1.024964298673447
2052058,2021-07-03T00:00:00Z,7,2021,NORTH CAROLINA,CHADBOURN,"Chadbourn, North Carolina, USA","[{""place_id"":300186570,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180275,""lat"":""34.3221129"",""lon"":""-78.8269664"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3041234681398241,""addresstype"":""town"",""name"":""Chadbourn"",""display_name"":""Chadbourn, Columbus County, North Carolina, United States"",""boundingbox"":[""34.3120420"",""34.3429350"",""-78.8402550"",""-78.7990370""]}]","34.3221129,-78.8269664",Broadway Rd,3,1,0,0,0,37000,NC,10439388,107,1.024964298673447
2386032,2022-08-13T00:00:00Z,8,2022,NORTH CAROLINA,RALEIGH,"Raleigh, North Carolina, USA","[{""place_id"":303645618,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179052,""lat"":""35.7803977"",""lon"":""-78.6390989"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6426055456818957,""addresstype"":""city"",""name"":""Raleigh"",""display_name"":""Raleigh, Wake County, North Carolina, United States"",""boundingbox"":[""35.7082575"",""35.9707360"",""-78.8189744"",""-78.4707917""]}]","35.7803977,-78.6390989",2414 Paula St,0,6,0,0,0,37000,NC,10439388,107,1.024964298673447
2426061,2022-09-27T00:00:00Z,9,2022,NORTH CAROLINA,GOLDSBORO,"Goldsboro, North Carolina, USA",,,1200 block of Olivia Ln,0,4,0,0,0,37000,NC,10439388,107,1.024964298673447
2047726,2021-06-27T00:00:00Z,6,2021,NORTH CAROLINA,GREENSBORO,"Greensboro, North Carolina, USA","[{""place_id"":302100940,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180261,""lat"":""36.0726355"",""lon"":""-79.7919754"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.566730143179457,""addresstype"":""city"",""name"":""Greensboro"",""display_name"":""Greensboro, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9758146"",""36.2153577"",""-80.0178840"",""-79.6211660""]}]","36.0726355,-79.7919754",801 Province Spring Cir,0,4,0,0,0,37000,NC,10439388,107,1.024964298673447
1920771,2021-02-04T00:00:00Z,2,2021,NORTH CAROLINA,HIGH POINT,"High Point, North Carolina, USA","[{""place_id"":302427281,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180329,""lat"":""35.9556924"",""lon"":""-80.0053176"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5153665430890378,""addresstype"":""city"",""name"":""High Point"",""display_name"":""High Point, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9119964"",""36.0969655"",""-80.0722241"",""-79.8963731""]},{""place_id"":297940140,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":357807682,""lat"":""35.5867763"",""lon"":""-82.6479068"",""class"":""natural"",""type"":""peak"",""place_rank"":18,""importance"":0.30000999999999994,""addresstype"":""peak"",""name"":""High Point"",""display_name"":""High Point, Buncombe County, North Carolina, 28816, United States"",""boundingbox"":[""35.5867263"",""35.5868263"",""-82.6479568"",""-82.6478568""]},{""place_id"":297018062,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":357807681,""lat"":""35.3834315"",""lon"":""-83.3301522"",""class"":""natural"",""type"":""peak"",""place_rank"":18,""importance"":0.30000999999999994,""addresstype"":""peak"",""name"":""High Point"",""display_name"":""High Point, Jackson County, North Carolina, 28789, United States"",""boundingbox"":[""35.3833815"",""35.3834815"",""-83.3302022"",""-83.3301022""]}]","35.9556924,-80.0053176",2912 W English Rd,1,3,1,0,0,37000,NC,10439388,107,1.024964298673447
2497502,2023-01-07T00:00:00Z,1,2023,NORTH CAROLINA,HIGH POINT,"High Point, North Carolina, USA",,,2734 Mossy Meadow Dr,4,0,1,0,0,37000,NC,10439388,107,1.024964298673447
2521084,2023-02-08T00:00:00Z,2,2023,NORTH CAROLINA,LAURINBURG,"Laurinburg, North Carolina, USA",,,Marcellus St,0,4,0,0,0,37000,NC,10439388,107,1.024964298673447
1967914,2021-04-03T00:00:00Z,4,2021,NORTH CAROLINA,WILMINGTON,"Wilmington, North Carolina, USA","[{""place_id"":300026247,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179032,""lat"":""34.2257282"",""lon"":""-77.9447107"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5501708776296871,""addresstype"":""city"",""name"":""Wilmington"",""display_name"":""Wilmington, New Hanover County, North Carolina, United States"",""boundingbox"":[""34.1472460"",""34.2670260"",""-77.9569950"",""-77.7868490""]}]","34.2257282,-77.9447107",718 Kidder St,3,4,0,0,0,37000,NC,10439388,107,1.024964298673447
2660568,2023-07-22T00:00:00Z,7,2023,NORTH CAROLINA,WADE,"Wade, North Carolina, USA",,,4001 Pembroke Lane,1,3,0,0,0,37000,NC,10439388,107,1.024964298673447
2521423,2023-02-08T00:00:00Z,2,2023,NORTH CAROLINA,ELIZABETH CITY,"Elizabeth City, North Carolina, USA",,,1000 block of Walker Ave,0,4,0,0,0,37000,NC,10439388,107,1.024964298673447
2285612,2022-04-23T00:00:00Z,4,2022,NORTH CAROLINA,ROCKY MOUNT,"Rocky Mount, North Carolina, USA",,,1171 Jefferies Rd,0,4,0,0,1,37000,NC,10439388,107,1.024964298673447
1945999,2021-03-06T00:00:00Z,3,2021,NORTH CAROLINA,FAYETTEVILLE,"Fayetteville, North Carolina, USA","[{""place_id"":298639980,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179846,""lat"":""35.0525759"",""lon"":""-78.878292"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5660323990267913,""addresstype"":""city"",""name"":""Fayetteville"",""display_name"":""Fayetteville, Cumberland County, North Carolina, United States"",""boundingbox"":[""34.9766114"",""35.1701860"",""-79.0917260"",""-78.7816850""]}]","35.0525759,-78.878292",200 block of Shads Ford Blvd,1,4,0,0,0,37000,NC,10439388,107,1.024964298673447
2658784,2023-07-20T00:00:00Z,7,2023,NORTH CAROLINA,GREENSBORO,"Greensboro, North Carolina, USA","[{""place_id"":299682926,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180261,""lat"":""36.0726355"",""lon"":""-79.7919754"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.566730143179457,""addresstype"":""city"",""name"":""Greensboro"",""display_name"":""Greensboro, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9758146"",""36.2153577"",""-80.0178840"",""-79.6211660""]}]","36.0726355,-79.7919754",1900 block of Brice St,1,3,0,0,0,37000,NC,10439388,107,1.024964298673447
2174685,2021-11-22T00:00:00Z,11,2021,NORTH CAROLINA,WARSAW,"Warsaw, North Carolina, USA","[{""place_id"":299968791,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179774,""lat"":""34.9993329"",""lon"":""-78.091101"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.3158021943488055,""addresstype"":""town"",""name"":""Warsaw"",""display_name"":""Warsaw, Duplin County, North Carolina, 28398, United States"",""boundingbox"":[""34.9818200"",""35.0157940"",""-78.1485810"",""-78.0086330""]}]","34.9993329,-78.091101",101 Matthews St,2,2,0,0,0,37000,NC,10439388,107,1.024964298673447
1745903,2020-07-25T00:00:00Z,7,2020,NORTH CAROLINA,RALEIGH,"Raleigh, North Carolina, USA","[{""place_id"":303645618,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179052,""lat"":""35.7803977"",""lon"":""-78.6390989"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6426055456818957,""addresstype"":""city"",""name"":""Raleigh"",""display_name"":""Raleigh, Wake County, North Carolina, United States"",""boundingbox"":[""35.7082575"",""35.9707360"",""-78.8189744"",""-78.4707917""]}]","35.7803977,-78.6390989",503 Bragg St,0,4,0,0,1,37000,NC,10439388,107,1.024964298673447
1712342,2020-06-22T00:00:00Z,6,2020,NORTH CAROLINA,CHARLOTTE,"Charlotte, North Carolina, USA",,,1800 block of Beatties Ford Rd,4,5,0,0,0,37000,NC,10439388,107,1.024964298673447
1935235,2021-02-21T00:00:00Z,2,2021,NORTH CAROLINA,TEACHEY,"Teachey, North Carolina, USA","[{""place_id"":298587641,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179772,""lat"":""34.7682241"",""lon"":""-78.0080407"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.2897018831470392,""addresstype"":""town"",""name"":""Teachey"",""display_name"":""Teachey, Duplin County, North Carolina, United States"",""boundingbox"":[""34.7602210"",""34.7765270"",""-78.0176740"",""-77.9979930""]}]","34.7682241,-78.0080407",Thomas Smith Ln,0,4,0,0,1,37000,NC,10439388,107,1.024964298673447
1399346,2019-05-18T00:00:00Z,5,2019,NORTH CAROLINA,WINSTON SALEM (WINSTON-SALEM),"Winston Salem (Winston-salem), North Carolina, USA","[{""place_id"":369383894,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":11253946643,""lat"":""36.0942506"",""lon"":""-80.2738634"",""class"":""shop"",""type"":""supermarket"",""place_rank"":30,""importance"":6.560692759589558e-05,""addresstype"":""shop"",""name"":""Whole Foods Market"",""display_name"":""Whole Foods Market, 41, Miller Street, West Highlands, Winston-Salem, Forsyth County, North Carolina, 27104, United States"",""boundingbox"":[""36.0942006"",""36.0943006"",""-80.2739134"",""-80.2738134""]},{""place_id"":294574745,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":14118763,""lat"":""36.089515399999996"",""lon"":""-80.22397373065107"",""class"":""amenity"",""type"":""university"",""place_rank"":30,""importance"":0.39120482674211665,""addresstype"":""amenity"",""name"":""Winston-Salem State University"",""display_name"":""Winston-Salem State University, 601, South Martin Luther King Jr Drive, Columbia Heights, Winston-Salem, Forsyth County, North Carolina, 27110, United States"",""boundingbox"":[""36.0862097"",""36.0940156"",""-80.2309409"",""-80.2195846""]},{""place_id"":297107671,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":1028563371,""lat"":""36.127878499999994"",""lon"":""-80.25388292173514"",""class"":""leisure"",""type"":""stadium"",""place_rank"":30,""importance"":0.27935498215754134,""addresstype"":""leisure"",""name"":""Winston-Salem Fairgrounds Annex"",""display_name"":""Winston-Salem Fairgrounds Annex, 414, Deacon Boulevard, Winston-Salem, Forsyth County, North Carolina, 27105, United States"",""boundingbox"":[""36.1273667"",""36.1285187"",""-80.2543958"",""-80.2533621""]}]","36.0942506,-80.2738634",4252 Cody Drive,2,4,0,0,1,37000,NC,10439388,107,1.024964298673447
2445939,2022-10-25T00:00:00Z,10,2022,NORTH CAROLINA,GREENSBORO,"Greensboro, North Carolina, USA","[{""place_id"":299682926,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":180261,""lat"":""36.0726355"",""lon"":""-79.7919754"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.566730143179457,""addresstype"":""city"",""name"":""Greensboro"",""display_name"":""Greensboro, Guilford County, North Carolina, United States"",""boundingbox"":[""35.9758146"",""36.2153577"",""-80.0178840"",""-79.6211660""]}]","36.0726355,-79.7919754",900 block of Circle Dr,2,4,0,0,0,37000,NC,10439388,107,1.024964298673447
2443257,2022-10-22T00:00:00Z,10,2022,NORTH CAROLINA,OXFORD,"Oxford, North Carolina, USA",,,100 block of Granville St,0,6,0,0,0,37000,NC,10439388,107,1.024964298673447
1928205,2021-02-13T00:00:00Z,2,2021,NORTH CAROLINA,CARY,"Cary, North Carolina, USA","[{""place_id"":300631603,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":179796,""lat"":""35.7882893"",""lon"":""-78.7812081"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.564369492558172,""addresstype"":""town"",""name"":""Cary"",""display_name"":""Cary, Wake County, North Carolina, United States"",""boundingbox"":[""35.6443755"",""35.8968752"",""-78.9537968"",""-78.7294596""]}]","35.7882893,-78.7812081",101 Reed St,1,3,0,0,2,37000,NC,10439388,107,1.024964298673447
2328342,2022-06-12T00:00:00Z,6,2022,COLORADO,DENVER,"Denver, Colorado, USA",,,4600 block of Colorado Ave,2,4,0,0,0,8000,CO,5773714,58,1.0045527021255296
1594173,2020-01-11T00:00:00Z,1,2020,COLORADO,AURORA,"Aurora, Colorado, USA",,,17158 E Adriatic Place,0,5,0,0,1,8000,CO,5773714,58,1.0045527021255296
